1,3.1709671020507814e-06
1,2.1696090698242187e-06
1,2.2411346435546876e-06
1,2.1696090698242187e-06
2,4.124641418457031e-06
2,3.957748413085938e-06
3,6.699562072753907e-06
3,6.532669067382812e-06
4,9.441375732421875e-06
5,1.4019012451171874e-05
6,2.4199485778808594e-05
7,2.3674964904785156e-05
9,3.70025634765625e-05
10,4.4679641723632814e-05
13,8.072853088378907e-05
15,0.00010328292846679687
19,0.00020775794982910156
22,0.00019037723541259766
27,0.00028395652770996094
33,0.00043799877166748045
39,0.0005701303482055664
47,0.0007669687271118164
57,0.0011368274688720703
69,0.0017043352127075195
83,0.002266669273376465
100,0.003245973587036133
120,0.004702925682067871
144,0.006336641311645508
173,0.009332394599914551
208,0.013180780410766601
251,0.01891980171203613
301,0.026890015602111815
363,0.03834476470947266
436,0.0678981065750122
524,0.0821293830871582
630,0.12818119525909424
758,0.17784948348999025
912,0.2522174596786499
1096,0.36286177635192873
1318,0.5350287675857544
1584,0.7641395807266236
1905,1.1012829065322876
2290,1.6000426292419434
2754,2.3747236490249635
3311,3.4941030502319337
3981,4.971978211402893
4786,7.223110198974609
5754,10.414669299125672
6918,15.566760730743407
8317,21.715792775154114
