1,3.910064697265625e-06
1,2.6702880859375e-06
1,3.2901763916015627e-06
1,2.1457672119140625e-06
1,2.789497375488281e-06
1,3.0755996704101563e-06
2,6.532669067382812e-06
2,4.744529724121093e-06
3,1.1277198791503906e-05
3,1.5687942504882812e-05
3,1.773834228515625e-05
4,2.0933151245117187e-05
5,2.5606155395507814e-05
6,2.1672248840332033e-05
6,2.448558807373047e-05
7,2.9039382934570312e-05
9,5.1355361938476564e-05
10,5.266666412353516e-05
12,6.661415100097656e-05
13,7.810592651367188e-05
15,0.00012264251708984374
18,0.0001354217529296875
20,0.00016329288482666015
23,0.0002118825912475586
27,0.00030455589294433596
31,0.0003951072692871094
36,0.0005468130111694336
41,0.0006677150726318359
47,0.0009551525115966796
54,0.0011937856674194337
63,0.0015657663345336914
72,0.0019928693771362306
83,0.002431225776672363
95,0.003000497817993164
109,0.003699517250061035
125,0.0049467325210571286
144,0.0063925981521606445
165,0.008182930946350097
190,0.010985732078552246
218,0.014316868782043458
251,0.01927182674407959
288,0.024630093574523927
331,0.0319091796875
380,0.042408418655395505
436,0.05457124710083008
501,0.07180294990539551
575,0.0937014102935791
660,0.12465343475341797
758,0.16517746448516846
870,0.2191340684890747
